"id","subject","body","answer","type","queue","priority","language","tag_1","tag_2","tag_3","tag_4","tag_5","error"
"tr_synth_000684","Acil fiyat sorusu ve abonelig paketleri","<isim>, Antalya'daki müşterilerimize özel bir proje için yazıldık ama sunmuş olduğunuz dokümantasyonda yer almıyor gibi görünüyor. Fiyatlandırmada esneklik varsa veya yeni girişilen bir abonelik paketi olabilir mi acaba? Çok sıkıştığımız bir süreçten geçiyoruz, lütfen en kısa sürede dönüş yapın.","Teşekkür ederim <isim>, durumumuzu öncelikli olarak inceledik. Antalya bölgesi için geçerli olan özel fiyatlandırma tablosunu hazırladık ve ekibimizle görüştüğümüz abonelik paketleri seçeneklerini içeren detaylı bir dokümanı size iletmezdeler. Projenizdeki acil talebinizi karşılamak üzere alternatif planlar sunmak adına satış uzmanımız sizi arayacak.","Request","Sales and Pre-Sales","critical","tr","Sales","Product","Documentation","Lead","Pricing",""
"tr_synth_000685","Urgent remote work setup approval needed","Merhaba,
Şirkemizdeki Pazarlama departmanına geçişim nedeniyle Asus dizüstü bilgisayarım ve yetkilerimi hızlıca almak istiyorum. Dün ekiple çalışmaya başladık ama henüz donanımı teslim almamıştım, bu yüzden işime yarayacak şekilde politika belgelerine ulaşamadım.
Lütfen bu konuyu en kısa sürede görüşelim.","Selamlar,
Pazarlama departmanı geçişiniz için talebiniz alındı ve dosyanız ilgili birimlere yönlendirildi. Dokümantasyon bölümünden size özel yetki belgenizi yarın öğlene kadar e-posta ile göndereceğiz.
Geçmiş olsun, ekibimize katılmanız harika oldu.","Request","Human Resources","critical","tr","Documentation","Account","Feedback","","",""
"tr_synth_000686","Borsa için Asus dizüst bilgisayarı fiyatları hakkında acil soru","<isim> merhaba,

Şirketimiz için Bursa ofisi adına hemen bu ay teslim alınabilecek Asustaki modellerden indirimli bir paket alabiliyor muyuz?
Müşterimize sunmak üzere resmi dokümantasyon ve güncel fiyat listesine acilen ihtiyacımız var, çünkü teklifimizi yarına kadar iletmemiz gerekiyor.
Lütfen bu konudaki en hızlı desteği bekliyorum.","<isim> merhaba,
bakmanız gereken Asus dizüstü bilgisayar modelleri için özel kurumsal fiyatlandırma tablosu hazırlanıyor, Bursa şubemiz üzerinden de indirim programına dahil edilebilirsiniz.
Rekabet avantajınız olabilecek bu dönemdeki promosyon detaylarını ve gereksinimlerinize uygun dokümantasyon paketini yarın sabah 10.00'de size gönderelim mi?
Ek olarak, teklifinizi onaylayacak yetkililere yönlendirmemiz mümkün mü?","Request","Sales and Pre-Sales","critical","tr","Pricing","Documentation","Lead","Sales","",""
"tr_synth_000687","Şirket e-posta sunucusunda hata kodları","Merhabalar,

Bursa ofisindeki şirket e-posta sunucusuna yeni bir hesap eklerken bazen '503' hatası aldığımı görüyorum. Bu durumun teknik gerekçesi nedir ve ne kadar sürede çözülecek? Konuyla ilgili daha fazla bilgi verir misiniz?

İyi çalışmalar.","Merhaba,

Şirket e-posta sunucusunda raporladığınız '503' hatası genellikle kapasite sınırlarıyla veya geçici bağlantı kesintileriyle ilgilidir. Bizi şüpheli işlem yapmadığınıza dair bir açıklama ile destekleyin; böylece durumu hemen kontrol ettirebiliriz.

Teşekkürler.","Request","General Inquiry","medium","tr","Information","Support","Inquiry","","",""
"tr_synth_000688","Acil fiyat sorusu bulut depolama Adana için","<isim> merhaba, projemiz için Adana'daki ofistemize özel bulut depolama hizmeti almayı düşünüyoruz ama sunmuş olduğunuz fiyat listesi bütçemizi çok aşıyor. Mümkünse yerel bir şubeden daha esnek paketler veya toptan indirim gibi seçeneklerinizi acilen paylaşır mısınız? Bunu önümüzdeki haftanın başına kadar erteleyemezsiniz çünkü teklifi o tarihte teslim etmemiz gerekiyor.","Teşekkür eder <isim>, Adana ofisinizle görüşmek adına en kısa sürede yetkililerimizi arayalım. Fiyatlandırma politikalarımızda değişiklik olmadığını, ancak mevcut projeler için özel indirim oranları sunabileceğimizi belirtelim; detaylı bir teklif dosyasını e-postanıza göndereceğim.","Request","Sales and Pre-Sales","critical","tr","Feedback","Documentation","Product","Sales","",""
"tr_synth_000689","Acil durum: Beklenmeyen fatura yüklemesi","<isim>, bugün hesabımdan otomatik ödeme talimatıyla ilgili hiç planlanmayan bir miktar çekildi ve bu çok acil bir hata. Şirket e-posta sunucusu aboneliğimin yenilenme ücreti olması gerekirken böyle bir durum yaşandı lütfen anında kontrol ediniz.","<isim> merhaba, bildirdiğiniz kesintiyi şifreli olarak kabul ediyor ve sorunun kaynağını araştırmaya başladıyız. Lütfen abonelik detaylarınızı ve son ödeme tarihini bize ileterek durumu daha hızlı çözmemize yardımcı olun.","Incident","Billing and Payments","critical","tr","Subscription","Account","Invoice","Payment","",""
"tr_synth_000690","Hemen cevap lütfen CRM erişim sorunu","Merhaba,<isim>, Bursa merkezli şubemize kurulan yeni CRM sisteminde kullanıcılara giriş yapma yetkisi verildiği halde ekran hala beyaz kalıyor. Lütfen bu konunun en kısa sürede çözülmesini ve dokümantasyonda adımların güncellenmesini rica ederim, çünkü satış ekibi acilen sistemi kullanmaya başlıyor.","<isim> selamları, CRM sisteminde yaşadığınız beyaz ekran hatasını ciddiye aldık. Bursa şubenizdeki sunucuda erişim loglarını incelememizi sağlayacak yetkili teknik destek ekiplerini yönlendiriyoruz; lütfen tam hata kodunu ve hangi menülerde takıldığınızı belirtirseniz süreç hızlanır.","Request","Customer Service","critical","tr","Documentation","Product","Inquiry","Feedback","",""
"tr_synth_000691","Acil Bakım Pencereleri Garanti Edilecek","<isim>, bugün Garmin akıllı saatinizin beklenmedik şekilde donduğunu ve GPS bağlantısının tamamen kesildiğini belirtmek istiyorum.
Sistem günlük bakım penceresinin planlanan saatte başlamasını ancak benim cihazımın hala kullanıma açık olmasını talep etmem gerekiyor.
Mümkünse bu bakımı ertelermisiniz veya en azından cihazlarım için ayrı bir onay süreci başlatır mısınız?
Cihazımla kritik durumları izlemem gerektiği için zamanında erişim hakkını yitirmeme neden olacak değişiklikler kabul edilemez.","Merhaba, sorununuzun aciliyetini not ettik ve ekiplerimizle irtibata geçtik.<isim>, bakım pencerelerini esnetmek adına cihazınızın modeline özel bir istisna durumu değerlendiriyoruz.
Ancak şu an için tam kesinti yoksa da GPS sinyali almayla ilgili hata kodu hatırlayabilir misiniz, böylece daha hızlı çözüm üretebiliriz?
İlgi gösterdiğiniz için teşekkür eder ve durumunuzun en kısa sürede güncelleneceğini belirtmek isterim.","Request","Service Outages and Maintenance","critical","tr","Performance","Outage","Maintenance","Disruption","Recovery",""
"tr_synth_000692","Acil yardım - İş politikası ve avantajlar hakkında soru","Merhaba,

Şirketimizin iç departmanları arasında bir karışıklık yaşıyorum; Pazarlama ekibinden gelen bilgi, Turkcell internet paketi kapsamında bahsedilen vergi istisnası ile ilgili olan resmi HR politikasıyla tam olarak örtüşmüyor gibi görünüyor. Özellikle güvenlik ve belgelendirme süreçleri netleştirildiğinde bu konudaki yanlış anlaşılmanın giderileceğini düşünüyorum ancak şu an için acil bir açıklama bekliyorum.

Lütfen bu durumun en kısa sürede incelenip geri dönüş yapmasını sağlayın, çünkü yasalara uygunluğumuz açısından kritik önem taşıyor.","Merhaba <isim>,

Gönderdiğiniz talebi aldık ve aciliyetinizin farkındayız. İç departmanlarımızla Pazarlama ekibiyle birlikte konunun derhal değerlendirilmesini sağlayacak şekilde durumu ilgili birimlere ilettik.
Lütfen Turkcell internet paketi kullanımınızdaki vergi istisnası ile ilgili mevcut dokümantasyon ve güvenlik protokollerinin tam olarak nasıl karşılaştırılması gerektiğini netleştiren ek bilgilerimizi bekliyoruz.","Request","Human Resources","critical","tr","Documentation","Security","Feedback","Account","",""
"tr_synth_000693","Sipariş detayları hala gelmiyor - acil","<isim>, online alışveriş uygulamamız üzerinden yaptığım beğendiğim bir işlemi tamamladım ancak satış ekibiyle görüştüğümden beri cevap alamıyorum. Gaziantep'ten sipariş verdiğimi belirttim ama durumun düzelmesi için bizzat yetkili kişiye ulaşmamı istiyorlar. Bu gecikme nedeniyle çok stresliyim ve ürünün kargo süreci de duruyor, lütfen hemen geri dönüş yapın.","<isim> merhaba, talebiniz önceliğimizdir ve durumu doğrudan satış departmanına ilettik; sizi bekleyen bir müşteri temsilcisiyle en kısa sürede görüşeceğiz. Ürününüzün kargo sürecinin kesintisiz devam etmesi adına ekibimize acil önlem almalarını bildiriyoruz. Lütfen gelen mesajlarımıza bakmayı unutmayın, size özel çözüm sunmaya hazırız.","Problem","Sales and Pre-Sales","high","tr","Pricing","Lead","Feedback","Documentation","Sales",""
"tr_synth_000694","Acil Durum - HP LaserJet Yazıcısı Aniden Çalışmayı Bıraktı","<isim> Merhaba,

HP LaserJet yazıcımdan beklenmedik bir şekilde hiç çıktı almıyorum ve ekranda sürekli DB_CONN_ERR hatası kodu görünüyor. Ofisin tüm operasyonu bu cihazın çalışmasına bağlı olduğu için durum gerçekten endişe verici.
Lütfen en kısa sürede arayarak durumu değerlendirebileceğimden emin olun, mümkünse tekniker göndererek çözümü bekleyeceğim.","<isim> beyefendi/endemiz hanımefendimiz,

Durdurulan operasyonun aciliyetini anlıyoruz ve durumunuz kritik bulundu. Teknik ekibimiz şu anda sorunu inceliyor ancak DB_CONN_ERR hatası genellikle sunucu bağlantı kesintilerini işaret ettiği için, lütfen yazıcıya bağlı tüm ağırlıklı kabloların (Ethernet/RJ45) tam olarak takılıp takılmadığını ve arka planda çalışan HP Print Service'i yeniden başlatıp çalıştırıp çalıştırmadınızı kontrol edip bize raporlayabilir misiniz?","Incident","Technical Support","critical","tr","Bug","Software","Disruption","Compatibility","",""
"tr_synth_000695","Mobil bankada İzmir şubesine gitmem lazım","Merhaba, mobil bankacılık uygulamasında son birkaç günden beri sürekli uyarılar alıyorum ve işlem yapamıyorum. Özellikle İzmir'deki şubeye gidip destek almak istiyorum ancak randevu bulamıyorlar. Bu sorunu çözmek için hangi adımları izlemem gerekiyor lütfen bilgi verebilir misiniz?","Yurt dışı işleminizi gerçekleştirdikten sonra şubelerimizde bekleyen taleplerinizi öncelikli olarak değerlendiriyoruz. İleride bu tür durumlarda doğrudan destek ekibimize ulaşmanız veya uygulamanın 'Yardım' bölümünden durumunuzu raporlamanız süreci hızlandırabilir. İzmir merkezimizin ilgili birimiyle de görüşerek randevu almanızı tavsiye ederiz.","Request","General Inquiry","high","tr","Feedback","Support","Documentation","Information","",""
"tr_synth_000696","Bursa şubemiz için bulut depolama fiyatı sorusu","Merhaba, Bursa ofisimizde yeni bir ekip kuruyoruz ve <bulut depolama hizmeti> seçenekleri konusunda fiyat karşılaştırması yapmamız gerekiyor. Özellikle düşük bütçeli giriş paketleriniz var mı? Eğer uygunluk durumumuz varsa bu konuda hızlı dönüş bekliyoruz.","Sayın talebiniz alındı, Bursa ekibimizin bulut depolama çözümlerine yönelik mevcut fiyatlandırma seçeneklerini ve giriş paketi detaylarını inceleyip size en kısa sürede döneceğiz. Lütfen bütçe aralığınızı belirtirseniz daha net önerilerde bulunabiliriz.","Request","Sales and Pre-Sales","high","tr","Lead","Pricing","Product","","",""
"tr_synth_000697","PS5 konsolunda internet kopuyor","Merhaba, son iki gündür PS5'im sürekli bağlantı kesiyor ve oyunlarım yüklenemiyor.","Hoş geldiniz <isim>, yaşadığınız ağ sorununu not aldık. Lütfen konsolunuzun Ethernet kablosu takılıp takılmadığını kontrol edip sonucu paylaşır mısınız?","Incident","Service Outages and Maintenance","low","tr","Disruption","Performance","Outage","","",""
"tr_synth_000698","Tekrar eden sorunun Bursa'da çözülmesi","Merhaba,<isim>, Sony kulaklığım son iki haftadır rastgele bağlantı kopmaları yaşıyor ve bu sorun bana büyük rahatsızlık veriyor. Destek talebimi ilk defa düz bir bilgi paylaşımı olarak gönderdim ama henüz net bir yanıt alamadım. Lütfen konumumu Bursa alarak durumu acil şekilde inceleme yoluna gelsin, çünkü sürekli kullanım engeliyle karşı karşıyayız.","<isim> merhaba,<br>Bildirdiğiniz Sony kulaklık bağlantı sorununu kritik bir problem olarak kayda aldık ve teknik ekibimize yönlendireceğiz.<br>Sorunun daha hızlı çözülmesi adına model numarasını ve bağlantı kopmalarının ne sıklıkla gerçekleştiğini lütfen detaylandırın,<br>Bu bilgilendirme Bursa merkezli servis sürecimizi hızlandırmak amacıyla önem taşımaktadır.","Problem","General Inquiry","critical","tr","Feedback","Information","Documentation","","",""
"tr_synth_000699","Hemen cevaplamanız gereken abonelik fiyatı sorusu","<isim>, Antalya şubemizden size dönüyorum ancak verdiğiniz <abonelik paketi> detaylarındaki indirim oranlarıyla ilgili çok karışık bir tablo görüyordum. Müşteri temsilciniz geçen hafta bize standart liste fiyatını gösterdi ama şu an web sitesinde farklı rakamlar var ve potansiyel müşterilerimiz buna sinir oluyor. Lütfen bu durumu acilen netleştirin veya doğru senaryoyu içeren güncellenmiş bir döküman gönderin, çünkü satış kapanışlarını kaybetmekten korkuyoruz.","<isim> değerli meslektaşım, Antalya departmanı için abonelik paketleri fiyatlandırma matrisini en son onaylayan yöneticimizden aldık ve durumu aydınlattınız. Örnekteki karışıklığa yol açan kısımları düzeltmek üzere dökümanları güncelleyip yarın sabaha kadar sizin paylaşılan versiyonunuzu kullanacağımızı teyit ederim. Müşteri beklentilerini karşılamak için gerekli netlik sağlanana kadar mevcut talepleri ertelememizi de öneren bir e-posta göndererek süreci hızlandıralım.","Request","Sales and Pre-Sales","critical","tr","Documentation","Pricing","Lead","","",""
"tr_synth_000700","Acil Fiyat Teklifi ve ERP Modülü Detayları","Merhaba, Ankara ofisimiz için yeni bir kurulum planladığımızdan beri bekliyoruz; acilen lütfen <product> ile ilgili fiyat seçeneklerini paylaşabilir misiniz? Rakamların yanı sıra kullandığımız özel modüllerin ek maliyeti hakkında da net bilgi almalıyız çünkü projemizin bütçesi çok sıkı. Bu konu ertelenebilir bir durum değil, lütfen en kısa sürede dönüş yaparsanız çok sevinirim.","<isim> beyefendi/heyecanımız, talebiniz alındı ve fiyatlandırma ekibimiz önceliğimiz olarak Ankara'daki projenizi değerlendirmeye başladı. <product>'un temel paketinin yanı sıra proje özelleştirmelerine göre farklı maliyet yapılarını hemen detaylandırmak için size geri döneceğiz.","Request","Sales and Pre-Sales","critical","tr","Documentation","Lead","Pricing","Product","",""
"tr_synth_000701","Acil durum: Driver yemesi nedeniyle bağlantı kesildi","<isim>, Dell XPS dizüstü bilgisayarımda Windows 11 güncellemesini aldıktan sonra sürekli RATE_LIMIT_429 hatası alıyorum ve ağım tamamen kesiliyor. Bu hata kodu neyi ifade ediyor çünkü cihazım şu an kullanılamaz durumda kalmış görünüyor. Lütfen bu sürücü sorununu çözmek için acilen yardımcı olun.","<isim> merhaba, RATE_LIMIT_429 hatası genellikle sunucu yanıt vermekte yavaşladığında veya limit aşıldığında ortaya çıkar ancak Dell XPS ile birlikte Windows 11 sürücülerinde bu bir hata gibi görünüyor. Lütfen ethernet aygıtınızın yönetici modunu açıp mevcut sürücüleri manuel olarak en güncel versiyonla yeniden yüklemeyi deneyin ve bize sonucu bildirin.","Request","Technical Support","critical","tr","Network","Driver","Disruption","","",""
"tr_synth_000702","Filiz'in Philips Hue sorunu hala devam ediyor","Merhaba,<isim>, geçen hafta bildirdiğim o sorun yine aynı şekilde geliyor ve cihaz tam çalışmıyor artık. Bursa'daki bayinizden birkaç kere değiştirttim ama ayarlar bozulmaya başladı, gerçekten çok sinir oldum çünkü eve geldiğimde ışıklar açılmıyordu. Lütfen bu konuyu en üstte tutun, başka bir çözüm bulmazsanız ürünü iade etmek zorunda kalacağım.","<isim>, sorununuz bizim için önceliğimiz ve durumu müdürümüze bildirdik. Lütfeflü Philips Hue cihazının tam sürümünde hangi hata mesajını aldığınızı veya ayar dosyası durumunu paylaşır mısınız? Teknik ekibimiz bu bilgilerle sahadaki servisçinize yönlendirme yapacak, en kısa sürede çözüm sağlayacağız.","Problem","Customer Service","critical","tr","Account","Product","Complaint","","",""
"tr_synth_000703","Acil: Ankara'daki siparişimizde fiyat değişikliği talebi","<isim>, çok özür dilerim ancak HP LaserJet yazıcı için verilen tekliften memnun değil ve acilen fiyata indirim yapıp ürünü göndermemizi rica ediyorum. Sipariş henüz kargolanmadı, bu durumda fiyat değişikliği mümkün mü acaba? Lütfen işin ehli olan birinizden hemen dönüş yapmanızı beklerim.","<isim> merhaba, siparişinizin şu an statta olduğunu ve fiyat revizyonu için yetkili ekibimize yönlendirdiklerini size ileteceğimi belirtmek isterim. Birkaç saat içinde yeni teklif detayları ve onayıyla sizi tekrar arayacağım. Lütfe bekleyişinize sabır gösterir misiniz?","Change","Sales and Pre-Sales","critical","tr","Pricing","Feedback","Lead","","",""
"tr_synth_000704","Fiyat bilgisi ve ürün seçenekleri hakkında soru","Merhaba,

Kendi evimiz için Philips Hue akıllı ampul almak istiyoruz ancak Adana'daki fiyatlandırmalarla ilgili bir kafam var. İnternet sitesinde gördüğümüz bazen yerel distribütörlerin sunmasıyla farklılık gösteriyormuş gibi görünüyor, bu konuda netleşmemi rica ederim.

Ayrıca mevcut paketlerde hangisinin uzun vadede daha uygun olacağını da değerlendirebilir misiniz?","Hoş geldiniz,

Sizden bahsettiğiniz Philips Hue akıllı ampul modeli için Adana merkezli bayilerimizin güncel fiyat listesini ekte paylaşıyoruz. İnternet üzerindeki kampanyalardan fark doğan bazı indirimler bu hafta sonu bitiyor, bu yüzden kararınızı hızlıca vermeyi öneririz.

Paket seçenekleri konusunda da detaylı karşılaştırma tablosunu hazırlayıp önereceğim; size uygun olan modelin özelliklerini ve maliyetini inceleyebilir miyiz?","Request","Sales and Pre-Sales","high","tr","Documentation","Pricing","Lead","Sales","",""
"tr_synth_000705","Hemen çözülecek yanlış fatura uyarısı","<isim>, ben bugün aksam saat yedide evdeyken havale ile bir ödeme yaptım sanırım ama hiç beklemiyordum. Bakiyemi kontrol ettiğimde aniden düşüş gördüm ve durum çok ciddi görünüyor çünkü modemimin aboneliği aktif değil. Bu işlem neyin başlattığı kesinlikle yanlış; benden önce onay alamadığım hiçbir şey çıkmadı. Lütfen en kısa sürede bu işleme bakar mısınız, para geri verilmesi için acil bir önlem almanız gerekiyor.","<isim> merhaba, durumunuz bizim tarafımızdan kritik olarak işaretlendi ve fatura ekibimize hemen iletilmiştir. Ödeme yönteminiz olan havale/EFT üzerinden yapılmış bu işlemin kaynağı şu an itibarıyla izleniyor; modeminizin durumu normal şekilde aktif değil ancak buna rağmen yapılan işlem şüpheli görünüyor. Sizi bilgilendirme adına, ilgili birimimizin 15 dakikada dönüş yapacağını ve refleksif olarak gerekli önlemi alacaklarını belirtmek isteriz.","Incident","Billing and Payments","critical","tr","Refund","Billing","Dispute","","",""
"tr_synth_000706","Hemen kapatın! İnternetim gitti Turkcell","<isim>, internetime son on dakika kadar önce bağlanırdım, şimdi Turkcell internet paketimi kullanan tüm cihazlarım 'Bağlantı Kesildi' hatası veriyor. Telefonumu ve laptop'u sıfırladığımda bile servis tamamen kapalı gibi görünüyor ve ne kadar süreceğini bilmiyorum. Lütfen bu durumu acilen müdahale edin, işimi yapamıyorum.","Bahsettiğiniz Turkcell internet paketi kesintisini tespit ettik ve ekibimiz şu anda sorunun kaynağını araştırmaktadır. Beklenen düzelme süresi hakkında size kısa süre içinde bilgilendirme yapılacaktır; süreç kritik olduğu için durumu üst düzey yöneticimize ilettim.","Incident","Service Outages and Maintenance","critical","tr","Outage","Disruption","Performance","","",""
"tr_synth_000707","Hue'lerim yanmıyor ve bağlantı sorunu var","Merhaba,
Son bir süredir Philips Hue akıllı ampullerime bağlanamıyorum, uygulamada sürekli 'Cihaz bulunamadı' hatası alıyorum. Evdeki tüm ışıklar karardığı için oldukça rahatsız ediyorum beni, ancak önceliğim düşük görüldüğünden lütfen durumumdan haber verin.","Merhaba <isim>,
Durdurulmuş hizmetler sırasında yaşanan geçici bağlantı sorunlarını bildirmek için teşekkür ederiz. Sistem tarafımızca izleniyor ve kısa sürede düzelecek şekilde işlem görmekteyiz, lütfen cihazınızı yeniden başlattığınızda durumu tekrar deneyin.","Incident","Service Outages and Maintenance","low","tr","Notification","Outage","Performance","","",""
"tr_synth_000708","Acil Durum: Arçelik BuZdolabi Servisi Kestirmiş","<isim>, evimizdeki Arçelik buzdolabı şu anda çalışmıyor ve içindeki gıdalar bozulmaya başlıyor. Bilgisayar sistemlerinden gelen uyarılarla servis tamamen kesildiğini görünce çok endişelendim çünkü başka yedek cihazım yoktu. Lütfen durumun acilen çözülmesini bekliyor, herhangi bir müdahale ekibinin adresime gelmesi mümkün mü?","<isim>, sorunun kritik olduğunu biliyor ve en kısa sürede ekipleriniz tarafından incelemeye alınmasını sağladık. Şu an sistemdeki hatanın kaynağını tespit etmek için gerekli tüm diagnostik verileri topluyoruz, lütfen cihazın ekranından görebildiğiniz son hata kodunu bize iletirseniz işlemi hızlandırabiliriz.","Incident","Service Outages and Maintenance","critical","tr","Notification","Disruption","Outage","Maintenance","Performance",""
"tr_synth_000709","Şifre sıfırlama ve belgelere hızlı erişim talebi","<isim>, Bursa adresinden bağlandığımız Synology NAS cihazımızda beklenmedik bir durumla karşılaşıyoruz. Dokümantasyon kılavuzunda geçen şifre politikası ayarını değiştirdiğimde sistem aniden kilitlendi ve geri dönüş yapamadım. Lütfen durumu acilen kontrol edip hem mevcut dosyalarımızın güvenliğini sağlamanız hem de ilgili belgelere nasıl erişebileceğimiz konusunda detaylı bilgi vermenizi rica ederim.","Bursa'dan gelen talebiniz alındı ve önceliğiniz kritik olduğu için ekibimiz durumu derhal değerlendirmeye başladı. Şu anki oturum kilidi bekleme süresinden sonra otomatik kalkacak ancak dosyalarınızın yedekleme durumunu doğrulamak adına teknik uzmanlarımız şu sıralar sistem loglarını incelediyor. Sorunun ne hızla çözüleceği ve yeni dokümantasyon linki hakkında <isim>'ye en kısa sürede ayrıntılı bir dönüş sağlayacağız.","Request","General Inquiry","critical","tr","Inquiry","Documentation","Feedback","Support","",""
"tr_synth_000710","Acil: Yeni işçi ücreti politikası ve belgeleri","Merhaba,

Dün Lojistik departmanına geçiş yaptım ancak yeni çalışanların hakları ile ilgili güncel politika dokümantasyonu henüz bana ulaşılmadı. Önceki meslektaşlarım Sony kulaklık gibi firmamın sunduğu avantajlardan bahsetti ama benim için bu süreç net değil.

İlgili birimden acilen resmi metni paylaşır mısınız?","Merhaba <isim>,

Durumuzu Lojistik departmanı ile anlaştık ve dokümantasyonunu size en kısa sürede gönderelim. Ayrıca yeni çalışma arkadaşlarınızdan gelen geri bildirimler doğrultusunda politikamızda yapılan güncellemeleri de ekleyeceğiz.

Saygılarımla.","Request","Human Resources","critical","tr","Documentation","Feedback","Security","Support","",""
"tr_synth_000712","Tekrar eden kesintiler abonelik paketimizde","Son birkaç günde sabah erken saatlerde sistem aniden kapanıyor ve <isim> olarak işimizi ciddi şekilde engelliyoruz. Bu durum sadece dakikalar sürüyor ama günlük operasyonlarımızı altüst ediyor. Lütfen bu tekrarlayan kesintilerin kaynağını acilen araştırmadan abonelik paketimiz için gerekli önlemleri alıp alınmadığını bize haber edin.","Dileklerinizi aldık ve yaşanan performans sorunları ile anlık kesintiler nedeniyle <isim>'in abonesi olduğumuz abonelik paketi üzerindeki etkileri detaylı bir şekilde inceledik. Sorunun kaynağı tespit edilene kadar mevcut durumu gidermek adına gerekli iyileştirmeleri devreye sokuyoruz, lütfen bekleyişlerinizi hak eden bu süreçte sabırla devam ediniz.","Problem","Service Outages and Maintenance","critical","tr","Maintenance","Performance","Disruption","Recovery","",""
"tr_synth_000713","Acil Fatura Hatası ve İptal Talebi","Merhaba, kredi kartım üzerinden SaaS proje yönetim platformu için beklenmedik bir fatura oluştu ve bunu hemen görmem lazım çünkü ay sonuna kadar kalan bütçeyi çok sarsıyor. Lütfen bu işlemi iptalinizi onaylayın ve hatanın hangi aşamada olduğunu bana detaylı olarak yazın, yoksa iade sürecini başlatmamız gerekecek. Durumu en kısa sürede netleştirmezseniz banka kanalıyla şikayet etmek zorunda kalacağım.","Müşterimizin acil fatura endişesinin anlaşıldığını bildiriyoruz ve işleminin iptal edilmesi için gerekli incelemeyi derhal başlattık. Lütfen kredi kartı son 4 basamağını ekleyerek bize gönderin; bu sayede iade sürecini hızlandırmak adına tüm adımları atmaya hazırım. Geri dönüşümümüz genellikle birkaç iş günü sürer ancak sizin durumunda önceliği yüksek tutuyoruz.","Incident","Billing and Payments","critical","tr","Invoice","Billing","Subscription","Discrepancy","",""
"tr_synth_000714","iOS 17 uyumsuzluğu sorunu çözülmüyor","Uygulamamda DB_conn_err hatası alıyorum ve adımları tekrarladım ama problem devam ediyor.<isim>'nin kullandığı online alışveriş uygulaması iOS 17 üzerinde yine aynı hata veriyor. Cihazın güncel olduğundan eminim, lütfen bu durumun garantim kapsamında incelenmesini rica ederim.","<isim> merhaba,<br>Söyleyeceğiniz DB_CONN_ERR hatası kritik bir uyumluluk sorunu gibi görünüyor ve iOS 17 üzerindeki cihazlarda tekrar etmesi normal prosedürün dışında.<br>Bu durumu derhal teknik ekibimize ilettik, lütfen size en kısa sürede geri dönüş yapacağımızı belirtelim.","Problem","Product Support","critical","tr","Compatibility","Hardware","Documentation","Warranty","",""
"tr_synth_000711","Acil fiyat teklifi ve Antalya şubesinin özellikleri","<isim> merhaba, yeni kurmak zorunda kaldığımız şirket e-posta sunucusu projesi için en uygun paket seçeneğini acilen öğrenmek isterim. Özellikle Antalya ofisimizde çalışacak olan ekibimizin ihtiyaçlarına tam olarak uyabilecek lisanslama maliyetlerini detaylandırabilir misiniz? Zamanımız çok kısıtlı olduğu için bu konuda hemen geri dönüş bekliyoruz.","Saygılarımızla, şirket e-posta sunucusu ürünümüzün Antalya şubesi koşullarına özel fiyat teklifinizi hazırlıyoruz. Lütfen kurulum tarihini ve tahmini kullanıcı sayısını belirtirseniz, en kısa sürede size iletmiş oluruz.","Request","Sales and Pre-Sales","critical","tr","Sales","Documentation","Pricing","","",""
"tr_synth_000715","Urgent: ERP sistemi çöktü verilerimiz kaybolur mu","<isim> Merhaba, son birkaç dakikadan beri ERP modülüne giriş yapamadığımızı ve birçok meslektaşımın da aynı sorunu yaşadığını belirtmek isterim. Durum kritik olduğu için durumu acilen izlemek ve çözüm yollarını göstermenizi talep ediyorum.","Durumu kabul ettik ve ekip şu anda ERP modülünün geri dönüşünü sağlamak için tüm kaynakları seferber etti.<isim>, lütfen hatayı ilk fark etmenizdeki ekran görüntüsünü veya aldığınız özel hata kodunu bize iletebilir misiniz? Bu bilgiler sorunun kaynağını belirlememizde çok yardımcı olacaktır.","Incident","Service Outages and Maintenance","critical","tr","Recovery","Disruption","Maintenance","","",""
"tr_synth_000716","Fatura hatası ve ödeme yöntemim hakkında acil bilgi","Merak ettiklerimin başında faturanın üzerine yansıyan 'Asus ekran kartı' ürününün neden listelendiği var, bu benim hesabım için doğru görünmüyor. Ayrıca ödemeyi PayPal üzerinden yapmak istediğimde sistem sürekli hata veriyor ve işlem takılıyor. İncelemenizi rica ederim çünkü bütçemdeki fatura ayarlaması çok önemli.","Sayın Müşterimiz, durumunuzu acil olarak değerlendirdik ancak 'Asus ekran kartı' kaleminin kaynağını netleştirmek adına ekibimizin teknik destek birimiyle görüşmesi gerekmektedir. Ödeme sorununla ilgili aldığınız son hata kodunu ve PayPal hesap bağlama geçmişinizi paylaşır mısınız? Bu bilgilerle konuyu 1 saat içinde çözmüş olacağız.","Request","Billing and Payments","critical","tr","Discrepancy","Account","Invoice","","",""
